dataset,difficulty,question,gold_sql,generated_sql,llm_model,generation_latency_seconds,generation_error,execution_error,gold_execution_error,gold_row_count,execution_latency_seconds,correct,correct_lenient,trivial_empty_match
advising,hard,"For RESTORA 868 , how many sections are after 10 A.M. ?","SELECT COUNT( * ) FROM COURSE AS COURSEalias0 , COURSE_OFFERING AS COURSE_OFFERINGalias0 , SEMESTER AS SEMESTERalias0 WHERE COURSE_OFFERINGalias0.START_TIME > ""10:00:00"" AND COURSEalias0.COURSE_ID = COURSE_OFFERINGalias0.COURSE_ID AND COURSEalias0.DEPARTMENT = ""RESTORA"" AND COURSEalias0.NUMBER = 868 AND SEMESTERalias0.SEMESTER = ""WN"" AND SEMESTERalias0.SEMESTER_ID = COURSE_OFFERINGalias0.SEMESTER AND SEMESTERalias0.YEAR = 2016 ;",SELECT COUNT(*) FROM COURSE_OFFERING co JOIN COURSE c ON co.COURSE_ID = c.COURSE_ID WHERE c.NAME = 'RESTORA 868' AND co.START_TIME > '10:00:00';,gpt-4o-mini,1.0107264518737793,,,,1.0,0.004004001617431641,True,True,False
advising,hard,"For 200 -level classes in the Spring and Summer term , how many are offered ?","SELECT COUNT( DISTINCT COURSEalias0.COURSE_ID , SEMESTERalias0.SEMESTER ) FROM COURSE AS COURSEalias0 , COURSE_OFFERING AS COURSE_OFFERINGalias0 , SEMESTER AS SEMESTERalias0 WHERE COURSEalias0.COURSE_ID = COURSE_OFFERINGalias0.COURSE_ID AND COURSEalias0.DEPARTMENT = ""department0"" AND COURSEalias0.NUMBER BETWEEN 200 AND 200 + 100 AND SEMESTERalias0.SEMESTER IN ( ""SP"" , ""SS"" , ""SU"" ) AND SEMESTERalias0.SEMESTER_ID = COURSE_OFFERINGalias0.SEMESTER AND SEMESTERalias0.YEAR = 2016 ;",SELECT COUNT(*) FROM COURSE_OFFERING co JOIN COURSE c ON co.COURSE_ID = c.COURSE_ID WHERE c.NUMBER BETWEEN 200 AND 299 AND (co.SEMESTER LIKE 'Spring%' OR co.SEMESTER LIKE 'Summer%');,gpt-4o-mini,2.0640900135040283,,,,1.0,0.03717780113220215,True,True,False
advising,hard,In the Fall and Winter term how many classes offered are 100 -level classes ?,"SELECT COUNT( DISTINCT COURSEalias0.DEPARTMENT , COURSEalias0.NAME , COURSEalias0.NUMBER , SEMESTERalias0.SEMESTER ) FROM COURSE AS COURSEalias0 , COURSE_OFFERING AS COURSE_OFFERINGalias0 , SEMESTER AS SEMESTERalias0 WHERE COURSEalias0.COURSE_ID = COURSE_OFFERINGalias0.COURSE_ID AND COURSEalias0.DEPARTMENT = ""department0"" AND COURSEalias0.NUMBER BETWEEN 100 AND 100 + 100 AND SEMESTERalias0.SEMESTER IN ( ""FA"" , ""WN"" ) AND SEMESTERalias0.SEMESTER_ID = COURSE_OFFERINGalias0.SEMESTER AND SEMESTERalias0.YEAR = 2016 ;","SELECT COUNT(*) FROM COURSE_OFFERING co JOIN COURSE c ON co.COURSE_ID = c.COURSE_ID WHERE co.SEMESTER IN ('Fall', 'Winter') AND c.NUMBER BETWEEN 100 AND 199;",gpt-4o-mini,1.039874792098999,,,,1.0,0.029323101043701172,True,True,False
advising,hard,During Spring semester what BA upper level classes are there ?,"SELECT DISTINCT COURSEalias0.DEPARTMENT , COURSEalias0.NAME , COURSEalias0.NUMBER FROM COURSE AS COURSEalias0 , COURSE_OFFERING AS COURSE_OFFERINGalias0 , PROGRAM_COURSE AS PROGRAM_COURSEalias0 , SEMESTER AS SEMESTERalias0 WHERE COURSEalias0.COURSE_ID = COURSE_OFFERINGalias0.COURSE_ID AND COURSEalias0.DEPARTMENT = ""BA"" AND PROGRAM_COURSEalias0.CATEGORY LIKE ""%ULCS%"" AND PROGRAM_COURSEalias0.COURSE_ID = COURSEalias0.COURSE_ID AND SEMESTERalias0.SEMESTER = ""Spring"" AND SEMESTERalias0.SEMESTER_ID = COURSE_OFFERINGalias0.SEMESTER AND SEMESTERalias0.YEAR = 2016 ;",SELECT c.NAME FROM COURSE c JOIN COURSE_OFFERING co ON c.COURSE_ID = co.COURSE_ID WHERE co.SEMESTER = 'Spring' AND c.NUMBER >= 300;,gpt-4o-mini,1.016577959060669,,,,0.0,0.02423572540283203,True,True,True
advising,hard,"This Spring-Summer ( 2000 ) , what courses does Prof. Ami Antonucci teach ?","SELECT DISTINCT COURSEalias0.DEPARTMENT , COURSEalias0.NAME , COURSEalias0.NUMBER FROM COURSE AS COURSEalias0 , COURSE_OFFERING AS COURSE_OFFERINGalias0 , INSTRUCTOR AS INSTRUCTORalias0 , OFFERING_INSTRUCTOR AS OFFERING_INSTRUCTORalias0 , SEMESTER AS SEMESTERalias0 WHERE COURSEalias0.COURSE_ID = COURSE_OFFERINGalias0.COURSE_ID AND INSTRUCTORalias0.NAME LIKE ""%Ami Antonucci%"" AND OFFERING_INSTRUCTORalias0.INSTRUCTOR_ID = INSTRUCTORalias0.INSTRUCTOR_ID AND OFFERING_INSTRUCTORalias0.OFFERING_ID = COURSE_OFFERINGalias0.OFFERING_ID AND SEMESTERalias0.SEMESTER = ""Spring-Summer"" AND SEMESTERalias0.SEMESTER_ID = COURSE_OFFERINGalias0.SEMESTER AND SEMESTERalias0.YEAR = 2000 ;",SELECT DISTINCT c.NAME FROM COURSE c JOIN COURSE_OFFERING co ON c.COURSE_ID = co.COURSE_ID JOIN OFFERING_INSTRUCTOR oi ON co.OFFERING_ID = oi.OFFERING_ID JOIN INSTRUCTOR i ON oi.INSTRUCTOR_ID = i.INSTRUCTOR_ID WHERE i.NAME = 'Ami Antonucci' AND co.SEMESTER = 'Spring-Summer' AND co.YEAR = 2000;,gpt-4o-mini,1.138723611831665,,"(1054, ""Unknown column 'co.YEAR' in 'where clause'"")",,0.0,0.000997781753540039,False,False,False
advising,hard,Is the 498 Winter class being taught by Prof. Gino Knodel ?,"SELECT COUNT( * ) > 0 FROM COURSE AS COURSEalias0 , COURSE_OFFERING AS COURSE_OFFERINGalias0 , INSTRUCTOR AS INSTRUCTORalias0 , OFFERING_INSTRUCTOR AS OFFERING_INSTRUCTORalias0 , SEMESTER AS SEMESTERalias0 WHERE COURSEalias0.COURSE_ID = COURSE_OFFERINGalias0.COURSE_ID AND COURSEalias0.DEPARTMENT = """" AND COURSEalias0.NUMBER = 498 AND INSTRUCTORalias0.NAME LIKE ""%Gino Knodel%"" AND OFFERING_INSTRUCTORalias0.INSTRUCTOR_ID = INSTRUCTORalias0.INSTRUCTOR_ID AND OFFERING_INSTRUCTORalias0.OFFERING_ID = COURSE_OFFERINGalias0.OFFERING_ID AND SEMESTERalias0.SEMESTER = ""Winter"" AND SEMESTERalias0.SEMESTER_ID = COURSE_OFFERINGalias0.SEMESTER AND SEMESTERalias0.YEAR = 2017 ;",SELECT EXISTS(SELECT 1 FROM OFFERING_INSTRUCTOR oi JOIN INSTRUCTOR i ON oi.INSTRUCTOR_ID = i.INSTRUCTOR_ID JOIN COURSE_OFFERING co ON oi.OFFERING_ID = co.OFFERING_ID WHERE co.COURSE_ID = 498 AND co.SEMESTER = 'Winter' AND i.NAME = 'Gino Knodel');,gpt-4o-mini,2.415546178817749,,,,1.0,0.0010497570037841797,True,True,False
advising,hard,What is the easiest course that meets the Other requirement ?,"SELECT DISTINCT COURSEalias0.DEPARTMENT , COURSEalias0.NAME , COURSEalias0.NUMBER , PROGRAM_COURSEalias0.WORKLOAD , PROGRAM_COURSEalias0.WORKLOAD FROM COURSE AS COURSEalias0 , PROGRAM_COURSE AS PROGRAM_COURSEalias0 WHERE PROGRAM_COURSEalias0.CATEGORY LIKE ""%Other%"" AND PROGRAM_COURSEalias0.COURSE_ID = COURSEalias0.COURSE_ID AND PROGRAM_COURSEalias0.WORKLOAD = ( SELECT MIN( PROGRAM_COURSEalias1.WORKLOAD ) FROM PROGRAM_COURSE AS PROGRAM_COURSEalias1 WHERE PROGRAM_COURSEalias1.CATEGORY LIKE ""%Other%"" ) ;",SELECT NAME FROM COURSE WHERE ENFORCED_REQUIREMENT LIKE '%Other%' ORDER BY EASINESS_SCORE ASC LIMIT 1;,gpt-4o-mini,0.6437821388244629,,,,1.0,0.00529170036315918,False,False,False
advising,hard,Are there any professors that do not teach classes with labs ?,"SELECT DISTINCT INSTRUCTORalias0.NAME FROM INSTRUCTOR AS INSTRUCTORalias0 , COURSE AS COURSEalias1 , COURSE_OFFERING AS COURSE_OFFERINGalias1 , OFFERING_INSTRUCTOR AS OFFERING_INSTRUCTORalias1 WHERE COURSEalias1.COURSE_ID = COURSE_OFFERINGalias1.COURSE_ID AND COURSEalias1.DEPARTMENT = """" AND COURSE_OFFERINGalias1.OFFERING_ID = OFFERING_INSTRUCTORalias1.OFFERING_ID AND INSTRUCTORalias0.INSTRUCTOR_ID = OFFERING_INSTRUCTORalias1.INSTRUCTOR_ID AND INSTRUCTORalias0.INSTRUCTOR_ID NOT IN ( SELECT DISTINCT OFFERING_INSTRUCTORalias0.INSTRUCTOR_ID FROM COURSE AS COURSEalias0 , COURSE_OFFERING AS COURSE_OFFERINGalias0 , OFFERING_INSTRUCTOR AS OFFERING_INSTRUCTORalias0 WHERE COURSEalias0.COURSE_ID = COURSE_OFFERINGalias0.COURSE_ID AND COURSEalias0.HAS_LAB = ""Y"" AND COURSE_OFFERINGalias0.OFFERING_ID = OFFERING_INSTRUCTORalias0.OFFERING_ID ) ;",SELECT DISTINCT i.NAME FROM INSTRUCTOR i JOIN OFFERING_INSTRUCTOR oi ON i.INSTRUCTOR_ID = oi.INSTRUCTOR_ID JOIN COURSE_OFFERING co ON oi.OFFERING_ID = co.OFFERING_ID WHERE co.HAS_LAB = 0;,gpt-4o-mini,1.0483736991882324,,"(1054, ""Unknown column 'co.HAS_LAB' in 'where clause'"")",,0.0,0.0010001659393310547,False,False,False
advising,hard,Which professor teaches BIOLOGY 172 ?,"SELECT DISTINCT INSTRUCTORalias0.NAME FROM COURSE AS COURSEalias0 , COURSE_OFFERING AS COURSE_OFFERINGalias0 , INSTRUCTOR AS INSTRUCTORalias0 , OFFERING_INSTRUCTOR AS OFFERING_INSTRUCTORalias0 WHERE COURSEalias0.COURSE_ID = COURSE_OFFERINGalias0.COURSE_ID AND COURSEalias0.DEPARTMENT = ""BIOLOGY"" AND COURSEalias0.NUMBER = 172 AND OFFERING_INSTRUCTORalias0.INSTRUCTOR_ID = INSTRUCTORalias0.INSTRUCTOR_ID AND OFFERING_INSTRUCTORalias0.OFFERING_ID = COURSE_OFFERINGalias0.OFFERING_ID ;",SELECT i.NAME FROM INSTRUCTOR i JOIN OFFERING_INSTRUCTOR oi ON i.INSTRUCTOR_ID = oi.INSTRUCTOR_ID JOIN COURSE_OFFERING co ON oi.OFFERING_ID = co.OFFERING_ID JOIN COURSE c ON co.COURSE_ID = c.COURSE_ID WHERE c.NAME = 'BIOLOGY 172';,gpt-4o-mini,0.8638322353363037,,,,11.0,0.003999471664428711,False,False,False
advising,hard,Is LHC 688 offered in Fall 2000 ?,"SELECT COUNT( * ) > 0 FROM COURSE AS COURSEalias0 , COURSE_OFFERING AS COURSE_OFFERINGalias0 , SEMESTER AS SEMESTERalias0 WHERE COURSEalias0.COURSE_ID = COURSE_OFFERINGalias0.COURSE_ID AND COURSEalias0.DEPARTMENT = ""LHC"" AND COURSEalias0.NUMBER = 688 AND SEMESTERalias0.SEMESTER = ""Fall"" AND SEMESTERalias0.SEMESTER_ID = COURSE_OFFERINGalias0.SEMESTER AND SEMESTERalias0.YEAR = 2000 ;",SELECT EXISTS(SELECT 1 FROM COURSE_OFFERING co JOIN COURSE c ON co.COURSE_ID = c.COURSE_ID WHERE c.NUMBER = '688' AND co.SEMESTER = 'Fall' AND co.YEAR = 2000);,gpt-4o-mini,0.9125416278839111,,"(1054, ""Unknown column 'co.YEAR' in 'where clause'"")",,1.0,0.0,False,False,False
advising,hard,"Next semester , which classes are Dr. Zehra Igsiz teaching ?","SELECT DISTINCT COURSEalias0.DEPARTMENT , COURSEalias0.NAME , COURSEalias0.NUMBER FROM COURSE AS COURSEalias0 , COURSE_OFFERING AS COURSE_OFFERINGalias0 , INSTRUCTOR AS INSTRUCTORalias0 , OFFERING_INSTRUCTOR AS OFFERING_INSTRUCTORalias0 , SEMESTER AS SEMESTERalias0 WHERE COURSEalias0.COURSE_ID = COURSE_OFFERINGalias0.COURSE_ID AND INSTRUCTORalias0.NAME LIKE ""%Zehra Igsiz%"" AND OFFERING_INSTRUCTORalias0.INSTRUCTOR_ID = INSTRUCTORalias0.INSTRUCTOR_ID AND OFFERING_INSTRUCTORalias0.OFFERING_ID = COURSE_OFFERINGalias0.OFFERING_ID AND SEMESTERalias0.SEMESTER = ""FA"" AND SEMESTERalias0.SEMESTER_ID = COURSE_OFFERINGalias0.SEMESTER AND SEMESTERalias0.YEAR = 2016 ;",SELECT c.NAME FROM COURSE c JOIN COURSE_OFFERING co ON c.COURSE_ID = co.COURSE_ID JOIN OFFERING_INSTRUCTOR oi ON co.OFFERING_ID = oi.OFFERING_ID JOIN INSTRUCTOR i ON oi.INSTRUCTOR_ID = i.INSTRUCTOR_ID WHERE i.NAME = 'Zehra Igsiz' AND co.SEMESTER = (SELECT semester FROM SEMESTER WHERE year = (SELECT MAX(year) FROM SEMESTER) AND semester = 'Next');,gpt-4o-mini,1.4155592918395996,,,,0.0,0.0019998550415039062,True,True,True
advising,hard,How many 300 -level classes are being offered in Fall and Winter term ?,"SELECT COUNT( DISTINCT COURSEalias0.COURSE_ID , SEMESTERalias0.SEMESTER ) FROM COURSE AS COURSEalias0 , COURSE_OFFERING AS COURSE_OFFERINGalias0 , SEMESTER AS SEMESTERalias0 WHERE COURSEalias0.COURSE_ID = COURSE_OFFERINGalias0.COURSE_ID AND COURSEalias0.DEPARTMENT = """" AND COURSEalias0.NUMBER BETWEEN 300 AND 300 + 100 AND SEMESTERalias0.SEMESTER IN ( ""FA"" , ""WN"" ) AND SEMESTERalias0.SEMESTER_ID = COURSE_OFFERINGalias0.SEMESTER AND SEMESTERalias0.YEAR = 2016 ;","SELECT COUNT(DISTINCT co.COURSE_ID) FROM COURSE_OFFERING co JOIN SEMESTER s ON co.SEMESTER = s.semester WHERE s.semester IN ('Fall', 'Winter') AND co.SECTION_NUMBER >= 300;",gpt-4o-mini,1.0458905696868896,,,,1.0,0.0020780563354492188,True,True,False
advising,hard,Please help me find computing infrastructure courses that are more facile than ACC 630 .,"SELECT DISTINCT COURSEalias0.DEPARTMENT , COURSEalias0.NAME , COURSEalias0.NUMBER , PROGRAM_COURSEalias0.WORKLOAD FROM COURSE AS COURSEalias0 INNER JOIN AREA AS AREAalias0 ON COURSEalias0.COURSE_ID = AREAalias0.COURSE_ID INNER JOIN PROGRAM_COURSE AS PROGRAM_COURSEalias0 ON PROGRAM_COURSEalias0.COURSE_ID = COURSEalias0.COURSE_ID WHERE AREAalias0.AREA LIKE ""%computing infrastructure%"" AND PROGRAM_COURSEalias0.WORKLOAD < ( SELECT MIN( PROGRAM_COURSEalias1.WORKLOAD ) FROM COURSE AS COURSEalias1 INNER JOIN PROGRAM_COURSE AS PROGRAM_COURSEalias1 ON PROGRAM_COURSEalias1.COURSE_ID = COURSEalias1.COURSE_ID WHERE COURSEalias1.DEPARTMENT = ""ACC"" AND COURSEalias1.NUMBER = 630 ) ORDER BY PROGRAM_COURSEalias0.WORKLOAD ;",SELECT c.NAME FROM COURSE c WHERE c.EASINESS_SCORE > (SELECT EASINESS_SCORE FROM COURSE WHERE NUMBER = '630' AND DEPARTMENT = 'ACC');,gpt-4o-mini,0.7362632751464844,,,,0.0,0.004999399185180664,True,True,True
advising,hard,Which class is a prereq for lots of other classes and offered this semester ?,"SELECT COUNT( DISTINCT COURSE_PREREQUISITEalias0.COURSE_ID ) , COURSEalias0.DEPARTMENT , COURSEalias0.NAME , COURSEalias0.NUMBER FROM COURSE AS COURSEalias0 , COURSE_OFFERING AS COURSE_OFFERINGalias0 , COURSE_PREREQUISITE AS COURSE_PREREQUISITEalias0 , SEMESTER AS SEMESTERalias0 WHERE COURSEalias0.COURSE_ID = COURSE_OFFERINGalias0.COURSE_ID AND COURSEalias0.COURSE_ID = COURSE_PREREQUISITEalias0.PRE_COURSE_ID AND COURSEalias0.DEPARTMENT = """" AND SEMESTERalias0.SEMESTER = ""WN"" AND SEMESTERalias0.SEMESTER_ID = COURSE_OFFERINGalias0.SEMESTER AND SEMESTERalias0.YEAR = 2016 GROUP BY COURSE_PREREQUISITEalias0.PRE_COURSE_ID ORDER BY COUNT( COURSE_PREREQUISITEalias0.COURSE_ID ) DESC ;","SELECT cp.pre_course_id FROM COURSE_PREREQUISITE cp JOIN COURSE_OFFERING co ON cp.course_id = co.COURSE_ID WHERE co.SEMESTER = (SELECT semester FROM SEMESTER ORDER BY year DESC, semester DESC LIMIT 1) GROUP BY cp.pre_course_id HAVING COUNT(cp.course_id) > 5;",gpt-4o-mini,2.484776020050049,,,,0.0,0.004438638687133789,True,True,True
advising,hard,"Of the two classes , which is easier , EECS 566 or EECS 792 ?","SELECT DISTINCT COURSEalias0.NUMBER FROM COURSE AS COURSEalias0 INNER JOIN PROGRAM_COURSE AS PROGRAM_COURSEalias0 ON PROGRAM_COURSEalias0.COURSE_ID = COURSEalias0.COURSE_ID WHERE ( COURSEalias0.NUMBER = 566 OR COURSEalias0.NUMBER = 792 ) AND PROGRAM_COURSEalias0.WORKLOAD = ( SELECT MIN( PROGRAM_COURSEalias1.WORKLOAD ) FROM PROGRAM_COURSE AS PROGRAM_COURSEalias1 INNER JOIN COURSE AS COURSEalias1 ON PROGRAM_COURSEalias1.COURSE_ID = COURSEalias1.COURSE_ID WHERE ( COURSEalias1.NUMBER = 566 OR COURSEalias1.NUMBER = 792 ) AND COURSEalias1.DEPARTMENT = ""EECS"" ) ;","SELECT c1.NAME, c1.EASINESS_SCORE, c2.NAME, c2.EASINESS_SCORE FROM COURSE c1, COURSE c2 WHERE c1.NAME = 'EECS 566' AND c2.NAME = 'EECS 792';",gpt-4o-mini,1.0983641147613525,,,,0.0,0.0052967071533203125,True,True,True
advising,hard,Are any of my courses considered the hardest of the RCHUMS department 's courses ?,"SELECT DISTINCT COURSEalias0.DEPARTMENT , COURSEalias0.NAME , COURSEalias0.NUMBER , PROGRAM_COURSEalias0.WORKLOAD FROM COURSE AS COURSEalias0 INNER JOIN STUDENT_RECORD AS STUDENT_RECORDalias0 ON STUDENT_RECORDalias0.COURSE_ID = COURSEalias0.COURSE_ID INNER JOIN PROGRAM_COURSE AS PROGRAM_COURSEalias0 ON PROGRAM_COURSEalias0.COURSE_ID = COURSEalias0.COURSE_ID WHERE COURSEalias0.DEPARTMENT = ""RCHUMS"" AND PROGRAM_COURSEalias0.WORKLOAD = ( SELECT MAX( PROGRAM_COURSEalias1.WORKLOAD ) FROM PROGRAM_COURSE AS PROGRAM_COURSEalias1 INNER JOIN COURSE AS COURSEalias1 ON PROGRAM_COURSEalias1.COURSE_ID = COURSEalias1.COURSE_ID WHERE COURSEalias1.DEPARTMENT = ""RCHUMS"" ) AND STUDENT_RECORDalias0.STUDENT_ID = 1 ;",SELECT c.NAME FROM COURSE c WHERE c.DEPARTMENT = 'RCHUMS' AND c.EASINESS_SCORE = (SELECT MIN(EASINESS_SCORE) FROM COURSE WHERE DEPARTMENT = 'RCHUMS');,gpt-4o-mini,0.9400229454040527,,,,0.0,0.00524592399597168,True,True,True
advising,hard,Which upper level classes can I take without having 511 ?,"SELECT DISTINCT COURSEalias0.DEPARTMENT , COURSEalias0.NAME , COURSEalias0.NUMBER FROM COURSE AS COURSEalias0 , COURSE AS COURSEalias1 , COURSE_PREREQUISITE AS COURSE_PREREQUISITEalias0, PROGRAM_COURSE AS PROGRAM_COURSEalias0 WHERE COURSEalias1.COURSE_ID NOT IN ( SELECT COURSE_PREREQUISITEalias0.PRE_COURSE_ID FROM COURSE AS COURSEalias0, COURSE_PREREQUISITE AS COURSE_PREREQUISITEalias0 WHERE COURSEalias0.COURSE_ID = COURSE_PREREQUISITEalias0.COURSE_ID ) AND COURSEalias1.DEPARTMENT = ""department0"" AND COURSEalias1.NUMBER = 511 AND PROGRAM_COURSEalias0.CATEGORY LIKE ""%ULCS%"" AND PROGRAM_COURSEalias0.COURSE_ID = COURSEalias0.COURSE_ID ;",SELECT c.NAME FROM COURSE c LEFT JOIN COURSE_PREREQUISITE cp ON c.COURSE_ID = cp.course_id WHERE cp.pre_course_id IS NULL AND c.NUMBER >= 400;,gpt-4o-mini,1.0677497386932373,,,,0.0,0.03661370277404785,False,False,False
advising,hard,Will SM 217 be offered every semester ?,"SELECT COUNT( * ) > 0 FROM SEMESTER AS SEMESTERalias0 WHERE SEMESTERalias0.SEMESTER NOT IN ( SELECT DISTINCT SEMESTERalias1.SEMESTER FROM COURSE AS COURSEalias0 , COURSE_OFFERING AS COURSE_OFFERINGalias0 , SEMESTER AS SEMESTERalias1 WHERE COURSEalias0.COURSE_ID = COURSE_OFFERINGalias0.COURSE_ID AND COURSEalias0.DEPARTMENT = ""SM"" AND COURSEalias0.NUMBER = 217 AND SEMESTERalias1.SEMESTER_ID = COURSE_OFFERINGalias0.SEMESTER ) ;",SELECT COUNT(DISTINCT so.SEMESTER) = (SELECT COUNT(DISTINCT semester_id) FROM SEMESTER) FROM COURSE_OFFERING so JOIN COURSE c ON so.COURSE_ID = c.COURSE_ID WHERE c.NAME = 'SM 217';,gpt-4o-mini,1.0785000324249268,,,,1.0,0.004239082336425781,False,False,False
advising,medium,"In the Spring and Summer , what upper-level electives are offered ?","SELECT DISTINCT COURSEalias0.DEPARTMENT , COURSEalias0.NAME , COURSEalias0.NUMBER FROM COURSE AS COURSEalias0 INNER JOIN COURSE_OFFERING AS COURSE_OFFERINGalias0 ON COURSEalias0.COURSE_ID = COURSE_OFFERINGalias0.COURSE_ID INNER JOIN SEMESTER AS SEMESTERalias0 ON SEMESTERalias0.SEMESTER_ID = COURSE_OFFERINGalias0.SEMESTER INNER JOIN PROGRAM_COURSE AS PROGRAM_COURSEalias0 ON PROGRAM_COURSEalias0.COURSE_ID = COURSEalias0.COURSE_ID WHERE COURSEalias0.DEPARTMENT = ""EECS"" AND PROGRAM_COURSEalias0.CATEGORY LIKE ""%ULCS%"" AND SEMESTERalias0.SEMESTER IN ( ""SP"" , ""SS"" , ""SU"" ) AND SEMESTERalias0.YEAR = 2016 ;","SELECT DISTINCT c.NAME FROM COURSE c JOIN COURSE_OFFERING co ON c.COURSE_ID = co.COURSE_ID WHERE co.SEMESTER IN ('Spring', 'Summer') AND c.NUMBER >= 300;",gpt-4o-mini,1.241718053817749,,,,0.0,0.1224660873413086,True,True,True
advising,medium,The Core requirement can be satisfied with which Settlement Pre-Industrial Societies courses ?,"SELECT DISTINCT COURSEalias0.DEPARTMENT , COURSEalias0.NAME , COURSEalias0.NUMBER FROM COURSE AS COURSEalias0 INNER JOIN AREA AS AREAalias0 ON COURSEalias0.COURSE_ID = AREAalias0.COURSE_ID INNER JOIN PROGRAM_COURSE AS PROGRAM_COURSEalias0 ON PROGRAM_COURSEalias0.COURSE_ID = COURSEalias0.COURSE_ID WHERE ( AREAalias0.AREA LIKE ""%Settlement Pre-Industrial Societies%"" OR COURSEalias0.DESCRIPTION LIKE ""%Settlement Pre-Industrial Societies%"" OR COURSEalias0.NAME LIKE ""%Settlement Pre-Industrial Societies%"" ) AND PROGRAM_COURSEalias0.CATEGORY LIKE ""%Core%"" ;",SELECT DISTINCT c.NAME FROM COURSE c JOIN COURSE_PREREQUISITE cp ON c.COURSE_ID = cp.course_id WHERE cp.pre_course_id IN (SELECT course_id FROM COURSE WHERE NAME LIKE '%Settlement Pre-Industrial Societies%');,gpt-4o-mini,1.2357196807861328,,,,0.0,0.002003908157348633,True,True,True
advising,medium,"In regards to special topics classes , which ones are available next Winter ?","SELECT DISTINCT COURSEalias0.DEPARTMENT , COURSEalias0.NAME , COURSEalias0.NUMBER FROM COURSE AS COURSEalias0 INNER JOIN COURSE_OFFERING AS COURSE_OFFERINGalias0 ON COURSEalias0.COURSE_ID = COURSE_OFFERINGalias0.COURSE_ID INNER JOIN SEMESTER AS SEMESTERalias0 ON SEMESTERalias0.SEMESTER_ID = COURSE_OFFERINGalias0.SEMESTER WHERE ( COURSEalias0.NUMBER = 398 OR COURSEalias0.NUMBER = 498 OR COURSEalias0.NUMBER = 598 ) AND COURSEalias0.DEPARTMENT = """" AND SEMESTERalias0.SEMESTER = ""Winter"" AND SEMESTERalias0.YEAR = 2017 ;",SELECT DISTINCT co.COURSE_ID FROM COURSE_OFFERING co JOIN COURSE c ON co.COURSE_ID = c.COURSE_ID WHERE co.SEMESTER LIKE '%Winter%' AND c.NAME LIKE '%special topics%';,gpt-4o-mini,0.9632952213287354,,,,0.0,0.008998870849609375,True,True,True
advising,medium,What classes should I enroll in in order to declare a major in SAC ?,"SELECT DISTINCT COURSEalias0.DEPARTMENT , COURSEalias0.NAME , COURSEalias0.NUMBER FROM COURSE AS COURSEalias0 , PROGRAM_COURSE AS PROGRAM_COURSEalias0 WHERE COURSEalias0.DEPARTMENT LIKE ""%SAC%"" AND PROGRAM_COURSEalias0.CATEGORY LIKE ""PreMajor"" AND PROGRAM_COURSEalias0.COURSE_ID = COURSEalias0.COURSE_ID ;",SELECT DISTINCT c.NAME FROM COURSE c JOIN PROGRAM_COURSE pc ON c.COURSE_ID = pc.course_id JOIN PROGRAM p ON pc.program_id = p.program_id WHERE p.name = 'SAC';,gpt-4o-mini,0.8288059234619141,,,,0.0,0.001012563705444336,True,True,True
advising,medium,"On Friday , does AUTO 503 have class ?","SELECT DISTINCT COURSE_OFFERINGalias0.FRIDAY FROM COURSE AS COURSEalias0 INNER JOIN COURSE_OFFERING AS COURSE_OFFERINGalias0 ON COURSEalias0.COURSE_ID = COURSE_OFFERINGalias0.COURSE_ID INNER JOIN SEMESTER AS SEMESTERalias0 ON SEMESTERalias0.SEMESTER_ID = COURSE_OFFERINGalias0.SEMESTER WHERE COURSEalias0.DEPARTMENT = ""AUTO"" AND COURSEalias0.NUMBER = 503 AND SEMESTERalias0.SEMESTER = ""WN"" AND SEMESTERalias0.YEAR = 2016 ;",SELECT EXISTS(SELECT 1 FROM COURSE_OFFERING co WHERE co.COURSE_ID = 'AUTO 503' AND co.FRIDAY = TRUE);,gpt-4o-mini,0.9990298748016357,,,,0.0,0.0009980201721191406,False,False,False
advising,medium,"The Other requirement , name some Culture , Adaptation , and Environment classes to satisfy it .","SELECT DISTINCT COURSEalias0.DEPARTMENT , COURSEalias0.NAME , COURSEalias0.NUMBER FROM COURSE AS COURSEalias0 INNER JOIN AREA AS AREAalias0 ON COURSEalias0.COURSE_ID = AREAalias0.COURSE_ID INNER JOIN PROGRAM_COURSE AS PROGRAM_COURSEalias0 ON PROGRAM_COURSEalias0.COURSE_ID = COURSEalias0.COURSE_ID WHERE ( AREAalias0.AREA LIKE ""%Culture , Adaptation , and Environment%"" OR COURSEalias0.DESCRIPTION LIKE ""%Culture , Adaptation , and Environment%"" OR COURSEalias0.NAME LIKE ""%Culture , Adaptation , and Environment%"" ) AND PROGRAM_COURSEalias0.CATEGORY LIKE ""%Other%"" ;",SELECT c.NAME FROM COURSE c JOIN PROGRAM_COURSE pc ON c.COURSE_ID = pc.course_id WHERE pc.category = 'Culture' OR pc.category = 'Adaptation' OR pc.category = 'Environment';,gpt-4o-mini,0.935877799987793,,,,0.0,0.0009932518005371094,True,True,True
